"year","month.name","month.number","region","site","lat","long","plot","stems","lngth.median","mass","stems.dead","lngth.median.dead","mass.dead","litter","live.bg.gm2","dead.bg.gm2","tot.bg.gm2","dist","temp.soil","ph.soil","bulk.density.g.cm3.soil","grav.water.content.soil","om.soil","c.soil","tn.soil","tp.ppm.soil","extractable.no3.mmol.gdw.soil","extractable.nh4.mmol.gdw.soil","extractable.po4.mmol.gdw.soil","porewater.salinity.soil","redox.soil","water.temp.bay","salinity.psu.bay","sp.cond.bay","dissolved.no3.no2.bay","dissolved.nh4.bay","dissolved.po4.bay","dissolved.sio2.bay","water.depth.cm.","water.temp","salinity.psu.","sp.cond","dissolved.no3.no2","dissolved.nh4","dissolved.po4","dissolved.sio2"
2013,"May",5,"LUMCON","LUM2",29.25602222,-90.6681,"C",240,73,649.343909963126,256,80.5,529.949887945989,16,NA,NA,5071.29625851983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB1",29.29316111,-90.60505,"A",304,56,545.531176954169,96,14.25,19.2,57.6,NA,NA,3961.72455696423,20,NA,NA,0.229708925,82.95741785,24.64346834,17.61404956,1.092267569,514.2132182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB1",29.29316111,-90.60505,"B",240,39,584.024187250392,32,25.5,15.2820875374073,25.6,NA,NA,4619.07024084556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB1",29.29316111,-90.60505,"C",208,74,754.327475778568,96,17.25,28.4869460096058,0,NA,NA,2747.05242670019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB2",29.29139722,-90.60300556,"A",1136,27,1250.82169239317,864,16,261.276385447769,12.8,NA,NA,4074.31305692926,20,NA,NA,0.29400099,80.63156772,18.83778573,10.89324579,0.767266896,591.3769877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB2",29.29139722,-90.60300556,"B",368,68,1048.09862194828,272,45,467.754351976174,6.4,NA,NA,2903.23219862317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Bay LaFleur","TB2",29.29139722,-90.60300556,"C",224,62.25,683.830852146879,128,30.5,100.411789710604,30.4,NA,NA,2684.74097660078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB3",29.30445,-90.56475833,"A",288,49.25,563.2,256,26.75,292.8,0,NA,NA,7278.13783028092,20,NA,NA,0.492729451,68.07945764,13.39670281,6.615468907,0.385444983,443.423683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB3",29.30445,-90.56475833,"B",144,51,284.164681198721,272,32,192.857008363949,4.8,NA,NA,5513.89475600705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB3",29.30445,-90.56475833,"C",304,52,607.274108402687,192,35.25,185.074615697859,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB4",29.29659167,-90.54983333,"A",272,87,916.8,320,79.25,918.4,128,NA,NA,NA,20,NA,NA,0.166359182,85.95793064,36.90958165,26.26174274,1.522451061,1372.849623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB4",29.29659167,-90.54983333,"B",144,86,513.032253524859,224,67.5,613.536178695272,99.2,NA,NA,5874.39190078819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"Lake Barre","TB4",29.29659167,-90.54983333,"C",192,101,916.105442890666,336,73,814.08267506795,99.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM1",29.2554,-90.66486111,"A",448,87.75,1061.47295006373,448,71,798.4,25.6,NA,NA,2151.21589956934,20,NA,NA,0.327062026,75.86865216,11.53085443,7.266098541,0.516124474,447.0490909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM1",29.2554,-90.66486111,"B",272,61,787.164159777073,736,62,1208.71960392552,32,NA,NA,7058.8443149096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM1",29.2554,-90.66486111,"C",432,70,1275.22382946672,272,52.5,320.42205747901,17.6,NA,NA,3285.12383270883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM2",29.25602222,-90.6681,"A",272,110,1651.2,464,73,1222.4,108.8,NA,NA,4554.3519106994,20,NA,NA,0.297080185,71.56000541,12.41674596,5.272971729,0.578146497,566.5705538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM2",29.25602222,-90.6681,"B",416,89.25,1986.79178926053,656,70,1429.63638372039,25.6,NA,NA,5505.87182251786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jun",6,"LUMCON","LUM2",29.25602222,-90.6681,"C",400,91.5,2029.1330119591,656,77,1811.43080272494,27.2,NA,NA,5025.56553763142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB1",29.29316111,-90.60505,"A",320,45.35,589.12,0,NA,0,17.936,NA,NA,2312.47686270215,20,NA,NA,0.256429677,78.8982718,14.23918101,11.47277407,0.819359152,553.3782084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB1",29.29316111,-90.60505,"B",208,51,526.007118111438,16,32,9.43874238730058,26.288,NA,NA,3184.8371640939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB1",29.29316111,-90.60505,"C",208,72,555.286784581593,48,53,61.8985500023339,6.96,NA,NA,3232.97476502907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB2",29.29139722,-90.60300556,"A",352,50.85,699.264,0,NA,0,116.832,NA,NA,3057.27252161571,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB2",29.29139722,-90.60300556,"B",272,60,644.049393846787,64,33,59.3527509518581,71.088,NA,NA,4332.11665304871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Bay LaFleur","TB2",29.29139722,-90.60300556,"C",272,63,727.623167852582,32,36.5,23.6240009327249,70.688,NA,NA,3700.7117874491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB3",29.30445,-90.56475833,"A",272,50.8,588.16,128,25.3,133.424,35.52,NA,NA,4787.81927523495,20,NA,NA,0.442104883,70.76133291,15.69211475,7.441541349,0.46701453,408.9684302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,13.1,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB3",29.30445,-90.56475833,"B",352,52,696.144083721461,128,18.5,46.2225602184217,35.376,NA,NA,3679.58472926089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB3",29.30445,-90.56475833,"C",272,55,487.248689644704,192,7,42.3151122097027,70.544,NA,NA,6041.53634847974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB4",29.29659167,-90.54983333,"A",480,92.5,1255.024,416,52.5,301.36,769.6,NA,NA,3569.13567822631,20,NA,NA,0.157550555,88.98006468,43.93342094,28.30099645,1.678746129,1020.663494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB4",29.29659167,-90.54983333,"B",192,80.5,675.403553317746,352,64,706.553516432069,148.56,NA,NA,3984.18877073397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"Lake Barre","TB4",29.29659167,-90.54983333,"C",256,95.5,1145.53220510121,224,62.5,370.419298481757,128.912,NA,NA,3189.38349307111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"LUMCON","LUM1",29.2554,-90.66486111,"A",576,54,1023.008,464,39,484.112,81.824,NA,NA,3837.10165676541,20,NA,NA,0.415220932,76.68727328,15.05588429,9.708694049,0.707195001,536.1033014,NA,NA,NA,NA,NA,NA,NA,NA,30.00731803,2.735186819,1.120381131,5.00623448,9,NA,NA,NA,9.834404604,11.54855643,0.678750338,8.898107929
2013,"Jul",7,"LUMCON","LUM1",29.2554,-90.66486111,"B",528,75,1551.86971906921,416,27.5,291.465443021786,34.096,NA,NA,4102.92818637405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"LUMCON","LUM1",29.2554,-90.66486111,"C",592,57.5,1461.37183182193,160,36,171.271037398564,23.408,NA,NA,4022.16398924949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"LUMCON","LUM2",29.25602222,-90.6681,"A",384,69.25,1096.608,224,70,423.712,233.984,NA,NA,2174.2149755717,20,NA,NA,0.343113883,78.54516546,11.34784623,5.7154854,0.660113177,504.2757667,NA,NA,NA,NA,NA,NA,NA,NA,34.16139997,3.523200891,1.076840067,4.367758393,15,NA,NA,NA,20.68713296,16.58083494,1.403398048,8.340778064
2013,"Jul",7,"LUMCON","LUM2",29.25602222,-90.6681,"B",320,63.5,958.638296361106,352,57.5,660.401783879746,47.776,NA,NA,3030.79684110136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Jul",7,"LUMCON","LUM2",29.25602222,-90.6681,"C",448,68,1405.09171739055,288,59.5,533.951516404137,0,NA,NA,2097.46224519174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Bay LaFleur","TB1",29.29316111,-90.60505,"A",304,73.7,843.2,112,69.6,249.6,14.1872,NA,NA,4088.2194749772,20,NA,NA,0.228215647,84.55732257,22.87119582,18.59056714,1.084846762,547.1622795,NA,NA,NA,NA,NA,31.5,11.9,20.13,0.314843796,2.31468324,1.124873463,55.04514658,34,33.1,11.8,20.01,0.32809345,2.340835672,0.994941399,60.71972075
2013,"Aug",8,"Bay LaFleur","TB1",29.29316111,-90.60505,"B",192,81.5,842.306065733005,64,80,181.614733308823,18.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Bay LaFleur","TB1",29.29316111,-90.60505,"C",192,64.5,631.289039415998,64,80,163.534370230074,15.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Bay LaFleur","TB2",29.29139722,-90.60300556,"A",624,60.5,1428.8,80,26.1,43.2,37.0752,NA,NA,4739.41424318348,20,NA,NA,0.291288194,79.29261773,17.30387289,11.99540016,0.926284557,536.9002844,NA,NA,NA,NA,NA,32.1,11.7,19.88,0.329986257,1.638849338,1.048503819,57.02347889,26,33.3,11.7,19.83,0.346390591,5.571349256,0.897837915,61.16382333
2013,"Aug",8,"Bay LaFleur","TB2",29.29139722,-90.60300556,"B",224,72,774.217604197075,48,55,78.4693540275383,189.5312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Bay LaFleur","TB2",29.29139722,-90.60300556,"C",224,67.5,741.777085087447,80,62,125.812869631643,84.9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Lake Barre","TB3",29.30445,-90.56475833,"A",368,65.7,1145.6,144,34.2,164.8,200.7056,NA,NA,8320.58432164359,20,NA,NA,0.613792715,62.42398123,10.83216516,6.72216275,0.463320023,378.2595943,NA,NA,NA,NA,NA,30.9,13.7,22.9,0.35269995,0.722137771,0.943452363,60.88264224,21,30.9,13.7,22.89,0.376044578,0.661574244,0.824923911,71.16745408
2013,"Aug",8,"Lake Barre","TB3",29.30445,-90.56475833,"B",208,62,548.646544763293,96,57.5,168.049476943717,83.7424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Lake Barre","TB3",29.30445,-90.56475833,"C",160,67,421.409643612176,96,32,58.7313358021351,81.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Lake Barre","TB4",29.29659167,-90.54983333,"A",320,87.5,1108.8,176,41.5,166.4,337.2224,NA,NA,6731.50862855047,20,NA,NA,0.217991236,85.28114098,32.24119902,26.85458694,1.641361611,1145.648561,NA,NA,NA,NA,NA,30.4,13.1,21.89,0.365949603,1.587232695,0.968332971,59.47862389,8,29.6,13.1,21.95,0.959029346,31.78916241,0.816630375,56.64165132
2013,"Aug",8,"Lake Barre","TB4",29.29659167,-90.54983333,"B",144,87,538.531647338909,112,42,132.380042049771,310.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"Lake Barre","TB4",29.29659167,-90.54983333,"C",80,48,147.429742734007,224,92,737.309820532405,310.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"LUMCON","LUM1",29.2554,-90.66486111,"A",224,78.45,686.4,128,49.5,152,0,NA,NA,3350.37702508761,20,NA,NA,0.388166611,77.656036,9.194395797,8.599578912,0.64243589,494.2843941,NA,NA,NA,NA,NA,29.3,10.7,18.21,0.875745808,7.410278164,2.229296009,45.50197346,15,29.8,10.2,17.41,0.402543885,5.081335265,2.593174902,59.76106306
2013,"Aug",8,"LUMCON","LUM1",29.2554,-90.66486111,"B",128,80.35,459.264879812829,64,55.75,96.9788582618657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"LUMCON","LUM1",29.2554,-90.66486111,"C",128,80.6,508.057266967818,48,108,182.689264401379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"LUMCON","LUM2",29.25602222,-90.6681,"A",448,70.35,1292.8,80,74.5,155.2,0,NA,NA,6392.40597307385,20,NA,NA,0.377004824,75.87736401,10.91129521,6.197924396,0.678925514,478.3592331,NA,NA,NA,NA,NA,29.2,11.3,19.04,1.235379269,11.9215727,1.993966925,54.86272484,9,28.5,10.9,18.57,0.40948418,19.37226295,2.731400502,54.97909733
2013,"Aug",8,"LUMCON","LUM2",29.25602222,-90.6681,"B",128,90.25,666.696905629203,96,74.15,258.064047459502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Aug",8,"LUMCON","LUM2",29.25602222,-90.6681,"C",80,98,461.495390794734,64,79,169.410625078308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Sep",9,"LUMCON","LUM1",29.2554,-90.66486111,"A",400,61.5,609.6,432,47,580.8,99.792,NA,NA,5060.59901386757,20,NA,NA,0.453926716,75.80040791,12.91650333,8.361783718,0.672017523,592.5716157,NA,NA,NA,NA,NA,NA,NA,NA,0.317998475,0.472313223,1.578253432,38.51207565,NA,NA,NA,NA,0.366580539,462.5715613,24.24897969,155.3620062
2013,"Sep",9,"LUMCON","LUM1",29.2554,-90.66486111,"B",208,67,531.534438434147,160,61.5,282.069113170339,31.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Sep",9,"LUMCON","LUM1",29.2554,-90.66486111,"C",176,66,455.845352312295,144,83,422.15188214868,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Sep",9,"LUMCON","LUM2",29.25602222,-90.6681,"A",496,64.5,1211.2,624,44,632,122.512,NA,NA,3407.87471509351,20,NA,NA,0.503309226,71.45002346,9.861932939,5.967120513,0.812622023,500.0351995,NA,NA,NA,NA,NA,NA,NA,NA,0.415793539,0.626474928,1.439336704,32.47391608,NA,NA,NA,NA,0.367211475,12.98418731,2.314650317,54.33433084
2013,"Sep",9,"LUMCON","LUM2",29.25602222,-90.6681,"B",272,71,777.742032465578,144,73,324.781914872787,31.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
